Vehicles,Hour,DayOfWeek,Month,Junction_2,Junction_3,Junction_4
29,18,0,3,1.0,0.0,0.0
36,19,0,3,1.0,0.0,0.0
28,20,0,3,1.0,0.0,0.0
36,21,0,3,1.0,0.0,0.0
29,22,0,3,1.0,0.0,0.0
29,23,0,3,1.0,0.0,0.0
26,0,1,3,1.0,0.0,0.0
19,1,1,3,1.0,0.0,0.0
24,2,1,3,1.0,0.0,0.0
20,3,1,3,1.0,0.0,0.0
18,4,1,3,1.0,0.0,0.0
18,5,1,3,1.0,0.0,0.0
18,6,1,3,1.0,0.0,0.0
15,7,1,3,1.0,0.0,0.0
18,8,1,3,1.0,0.0,0.0
17,9,1,3,1.0,0.0,0.0
21,10,1,3,1.0,0.0,0.0
21,11,1,3,1.0,0.0,0.0
25,12,1,3,1.0,0.0,0.0
20,13,1,3,1.0,0.0,0.0
27,14,1,3,1.0,0.0,0.0
29,15,1,3,1.0,0.0,0.0
26,16,1,3,1.0,0.0,0.0
26,17,1,3,1.0,0.0,0.0
32,18,1,3,1.0,0.0,0.0
31,19,1,3,1.0,0.0,0.0
31,20,1,3,1.0,0.0,0.0
30,21,1,3,1.0,0.0,0.0
30,22,1,3,1.0,0.0,0.0
31,23,1,3,1.0,0.0,0.0
24,0,2,3,1.0,0.0,0.0
24,1,2,3,1.0,0.0,0.0
20,2,2,3,1.0,0.0,0.0
19,3,2,3,1.0,0.0,0.0
18,4,2,3,1.0,0.0,0.0
17,5,2,3,1.0,0.0,0.0
16,6,2,3,1.0,0.0,0.0
23,7,2,3,1.0,0.0,0.0
19,8,2,3,1.0,0.0,0.0
19,9,2,3,1.0,0.0,0.0
19,10,2,3,1.0,0.0,0.0
22,11,2,3,1.0,0.0,0.0
23,12,2,3,1.0,0.0,0.0
25,13,2,3,1.0,0.0,0.0
26,14,2,3,1.0,0.0,0.0
31,15,2,3,1.0,0.0,0.0
28,16,2,3,1.0,0.0,0.0
26,17,2,3,1.0,0.0,0.0
31,18,2,3,1.0,0.0,0.0
32,19,2,3,1.0,0.0,0.0
34,20,2,3,1.0,0.0,0.0
30,21,2,3,1.0,0.0,0.0
34,22,2,3,1.0,0.0,0.0
30,23,2,3,1.0,0.0,0.0
30,0,3,3,1.0,0.0,0.0
24,1,3,3,1.0,0.0,0.0
23,2,3,3,1.0,0.0,0.0
18,3,3,3,1.0,0.0,0.0
16,4,3,3,1.0,0.0,0.0
14,5,3,3,1.0,0.0,0.0
18,6,3,3,1.0,0.0,0.0
15,7,3,3,1.0,0.0,0.0
20,8,3,3,1.0,0.0,0.0
17,9,3,3,1.0,0.0,0.0
21,10,3,3,1.0,0.0,0.0
22,11,3,3,1.0,0.0,0.0
24,12,3,3,1.0,0.0,0.0
25,13,3,3,1.0,0.0,0.0
24,14,3,3,1.0,0.0,0.0
31,15,3,3,1.0,0.0,0.0
28,16,3,3,1.0,0.0,0.0
24,17,3,3,1.0,0.0,0.0
29,18,3,3,1.0,0.0,0.0
32,19,3,3,1.0,0.0,0.0
35,20,3,3,1.0,0.0,0.0
33,21,3,3,1.0,0.0,0.0
30,22,3,3,1.0,0.0,0.0
29,23,3,3,1.0,0.0,0.0
25,0,4,3,1.0,0.0,0.0
28,1,4,3,1.0,0.0,0.0
25,2,4,3,1.0,0.0,0.0
18,3,4,3,1.0,0.0,0.0
16,4,4,3,1.0,0.0,0.0
15,5,4,3,1.0,0.0,0.0
13,6,4,3,1.0,0.0,0.0
16,7,4,3,1.0,0.0,0.0
18,8,4,3,1.0,0.0,0.0
18,9,4,3,1.0,0.0,0.0
22,10,4,3,1.0,0.0,0.0
27,11,4,3,1.0,0.0,0.0
20,12,4,3,1.0,0.0,0.0
20,13,4,3,1.0,0.0,0.0
28,14,4,3,1.0,0.0,0.0
27,15,4,3,1.0,0.0,0.0
29,16,4,3,1.0,0.0,0.0
24,17,4,3,1.0,0.0,0.0
25,18,4,3,1.0,0.0,0.0
30,19,4,3,1.0,0.0,0.0
27,20,4,3,1.0,0.0,0.0
28,21,4,3,1.0,0.0,0.0
27,22,4,3,1.0,0.0,0.0
24,23,4,3,1.0,0.0,0.0
21,0,5,3,1.0,0.0,0.0
18,1,5,3,1.0,0.0,0.0
21,2,5,3,1.0,0.0,0.0
18,3,5,3,1.0,0.0,0.0
14,4,5,3,1.0,0.0,0.0
9,5,5,3,1.0,0.0,0.0
10,6,5,3,1.0,0.0,0.0
9,7,5,3,1.0,0.0,0.0
11,8,5,3,1.0,0.0,0.0
16,9,5,3,1.0,0.0,0.0
14,10,5,3,1.0,0.0,0.0
14,11,5,3,1.0,0.0,0.0
14,12,5,3,1.0,0.0,0.0
13,13,5,3,1.0,0.0,0.0
15,14,5,3,1.0,0.0,0.0
12,15,5,3,1.0,0.0,0.0
14,16,5,3,1.0,0.0,0.0
15,17,5,3,1.0,0.0,0.0
12,18,5,3,1.0,0.0,0.0
17,19,5,3,1.0,0.0,0.0
18,20,5,3,1.0,0.0,0.0
17,21,5,3,1.0,0.0,0.0
21,22,5,3,1.0,0.0,0.0
21,23,5,3,1.0,0.0,0.0
15,0,6,3,1.0,0.0,0.0
15,1,6,3,1.0,0.0,0.0
17,2,6,3,1.0,0.0,0.0
19,3,6,3,1.0,0.0,0.0
13,4,6,3,1.0,0.0,0.0
15,5,6,3,1.0,0.0,0.0
14,6,6,3,1.0,0.0,0.0
14,7,6,3,1.0,0.0,0.0
10,8,6,3,1.0,0.0,0.0
15,9,6,3,1.0,0.0,0.0
15,10,6,3,1.0,0.0,0.0
14,11,6,3,1.0,0.0,0.0
11,12,6,3,1.0,0.0,0.0
16,13,6,3,1.0,0.0,0.0
12,14,6,3,1.0,0.0,0.0
18,15,6,3,1.0,0.0,0.0
16,16,6,3,1.0,0.0,0.0
20,17,6,3,1.0,0.0,0.0
24,18,6,3,1.0,0.0,0.0
17,19,6,3,1.0,0.0,0.0
20,20,6,3,1.0,0.0,0.0
23,21,6,3,1.0,0.0,0.0
24,22,6,3,1.0,0.0,0.0
23,23,6,3,1.0,0.0,0.0
20,0,0,3,1.0,0.0,0.0
23,1,0,3,1.0,0.0,0.0
21,2,0,3,1.0,0.0,0.0
20,3,0,3,1.0,0.0,0.0
14,4,0,3,1.0,0.0,0.0
12,5,0,3,1.0,0.0,0.0
19,6,0,3,1.0,0.0,0.0
16,7,0,3,1.0,0.0,0.0
16,8,0,3,1.0,0.0,0.0
17,9,0,3,1.0,0.0,0.0
20,10,0,3,1.0,0.0,0.0
21,11,0,3,1.0,0.0,0.0
28,12,0,3,1.0,0.0,0.0
28,13,0,3,1.0,0.0,0.0
31,14,0,3,1.0,0.0,0.0
35,15,0,3,1.0,0.0,0.0
30,16,0,3,1.0,0.0,0.0
28,17,0,3,1.0,0.0,0.0
30,18,0,3,1.0,0.0,0.0
35,19,0,3,1.0,0.0,0.0
32,20,0,3,1.0,0.0,0.0
36,21,0,3,1.0,0.0,0.0
34,22,0,3,1.0,0.0,0.0
26,23,0,3,1.0,0.0,0.0
26,0,1,3,1.0,0.0,0.0
25,1,1,3,1.0,0.0,0.0
24,2,1,3,1.0,0.0,0.0
23,3,1,3,1.0,0.0,0.0
15,4,1,3,1.0,0.0,0.0
19,5,1,3,1.0,0.0,0.0
18,6,1,3,1.0,0.0,0.0
21,7,1,3,1.0,0.0,0.0
21,8,1,3,1.0,0.0,0.0
20,9,1,3,1.0,0.0,0.0
22,10,1,3,1.0,0.0,0.0
28,11,1,3,1.0,0.0,0.0
26,12,1,3,1.0,0.0,0.0
23,13,1,3,1.0,0.0,0.0
30,14,1,3,1.0,0.0,0.0
32,15,1,3,1.0,0.0,0.0
32,16,1,3,1.0,0.0,0.0
30,17,1,3,1.0,0.0,0.0
30,18,1,3,1.0,0.0,0.0
35,19,1,3,1.0,0.0,0.0
38,20,1,3,1.0,0.0,0.0
34,21,1,3,1.0,0.0,0.0
32,22,1,3,1.0,0.0,0.0
31,23,1,3,1.0,0.0,0.0
32,0,2,3,1.0,0.0,0.0
25,1,2,3,1.0,0.0,0.0
27,2,2,3,1.0,0.0,0.0
19,3,2,3,1.0,0.0,0.0
16,4,2,3,1.0,0.0,0.0
14,5,2,3,1.0,0.0,0.0
17,6,2,3,1.0,0.0,0.0
21,7,2,3,1.0,0.0,0.0
20,8,2,3,1.0,0.0,0.0
21,9,2,3,1.0,0.0,0.0
22,10,2,3,1.0,0.0,0.0
24,11,2,3,1.0,0.0,0.0
23,12,2,3,1.0,0.0,0.0
25,13,2,3,1.0,0.0,0.0
28,14,2,3,1.0,0.0,0.0
30,15,2,3,1.0,0.0,0.0
38,16,2,3,1.0,0.0,0.0
31,17,2,3,1.0,0.0,0.0
30,18,2,3,1.0,0.0,0.0
40,19,2,3,1.0,0.0,0.0
37,20,2,3,1.0,0.0,0.0
36,21,2,3,1.0,0.0,0.0
32,22,2,3,1.0,0.0,0.0
33,23,2,3,1.0,0.0,0.0
32,0,3,3,1.0,0.0,0.0
29,1,3,3,1.0,0.0,0.0
22,2,3,3,1.0,0.0,0.0
20,3,3,3,1.0,0.0,0.0
18,4,3,3,1.0,0.0,0.0
20,5,3,3,1.0,0.0,0.0
19,6,3,3,1.0,0.0,0.0
17,7,3,3,1.0,0.0,0.0
22,8,3,3,1.0,0.0,0.0
21,9,3,3,1.0,0.0,0.0
19,10,3,3,1.0,0.0,0.0
23,11,3,3,1.0,0.0,0.0
24,12,3,3,1.0,0.0,0.0
28,13,3,3,1.0,0.0,0.0
26,14,3,3,1.0,0.0,0.0
31,15,3,3,1.0,0.0,0.0
27,16,3,3,1.0,0.0,0.0
28,17,3,3,1.0,0.0,0.0
35,18,3,3,1.0,0.0,0.0
36,19,3,3,1.0,0.0,0.0
32,20,3,3,1.0,0.0,0.0
37,21,3,3,1.0,0.0,0.0
28,22,3,3,1.0,0.0,0.0
28,23,3,3,1.0,0.0,0.0
28,0,4,3,1.0,0.0,0.0
26,1,4,3,1.0,0.0,0.0
22,2,4,3,1.0,0.0,0.0
20,3,4,3,1.0,0.0,0.0
20,4,4,3,1.0,0.0,0.0
16,5,4,3,1.0,0.0,0.0
11,6,4,3,1.0,0.0,0.0
14,7,4,3,1.0,0.0,0.0
18,8,4,3,1.0,0.0,0.0
20,9,4,3,1.0,0.0,0.0
23,10,4,3,1.0,0.0,0.0
26,11,4,3,1.0,0.0,0.0
24,12,4,3,1.0,0.0,0.0
25,13,4,3,1.0,0.0,0.0
24,14,4,3,1.0,0.0,0.0
32,15,4,3,1.0,0.0,0.0
26,16,4,3,1.0,0.0,0.0
24,17,4,3,1.0,0.0,0.0
27,18,4,3,1.0,0.0,0.0
27,19,4,3,1.0,0.0,0.0
28,20,4,3,1.0,0.0,0.0
28,21,4,3,1.0,0.0,0.0
25,22,4,3,1.0,0.0,0.0
28,23,4,3,1.0,0.0,0.0
24,0,5,3,1.0,0.0,0.0
21,1,5,3,1.0,0.0,0.0
18,2,5,3,1.0,0.0,0.0
16,3,5,3,1.0,0.0,0.0
11,4,5,3,1.0,0.0,0.0
11,5,5,3,1.0,0.0,0.0
13,6,5,3,1.0,0.0,0.0
12,7,5,3,1.0,0.0,0.0
12,8,5,3,1.0,0.0,0.0
13,9,5,3,1.0,0.0,0.0
12,10,5,3,1.0,0.0,0.0
17,11,5,3,1.0,0.0,0.0
15,12,5,3,1.0,0.0,0.0
17,13,5,3,1.0,0.0,0.0
14,14,5,3,1.0,0.0,0.0
15,15,5,3,1.0,0.0,0.0
16,16,5,3,1.0,0.0,0.0
15,17,5,3,1.0,0.0,0.0
17,18,5,3,1.0,0.0,0.0
15,19,5,3,1.0,0.0,0.0
16,20,5,3,1.0,0.0,0.0
20,21,5,3,1.0,0.0,0.0
15,22,5,3,1.0,0.0,0.0
16,23,5,3,1.0,0.0,0.0
16,0,6,3,1.0,0.0,0.0
18,1,6,3,1.0,0.0,0.0
14,2,6,3,1.0,0.0,0.0
11,3,6,3,1.0,0.0,0.0
9,4,6,3,1.0,0.0,0.0
10,5,6,3,1.0,0.0,0.0
11,6,6,3,1.0,0.0,0.0
9,7,6,3,1.0,0.0,0.0
10,8,6,3,1.0,0.0,0.0
11,9,6,3,1.0,0.0,0.0
14,10,6,3,1.0,0.0,0.0
13,11,6,3,1.0,0.0,0.0
15,12,6,3,1.0,0.0,0.0
15,13,6,3,1.0,0.0,0.0
16,14,6,3,1.0,0.0,0.0
13,15,6,3,1.0,0.0,0.0
15,16,6,3,1.0,0.0,0.0
17,17,6,3,1.0,0.0,0.0
19,18,6,3,1.0,0.0,0.0
20,19,6,3,1.0,0.0,0.0
18,20,6,3,1.0,0.0,0.0
19,21,6,3,1.0,0.0,0.0
20,22,6,3,1.0,0.0,0.0
23,23,6,3,1.0,0.0,0.0
20,0,0,3,1.0,0.0,0.0
18,1,0,3,1.0,0.0,0.0
20,2,0,3,1.0,0.0,0.0
17,3,0,3,1.0,0.0,0.0
15,4,0,3,1.0,0.0,0.0
11,5,0,3,1.0,0.0,0.0
12,6,0,3,1.0,0.0,0.0
16,7,0,3,1.0,0.0,0.0
12,8,0,3,1.0,0.0,0.0
16,9,0,3,1.0,0.0,0.0
20,10,0,3,1.0,0.0,0.0
20,11,0,3,1.0,0.0,0.0
26,12,0,3,1.0,0.0,0.0
27,13,0,3,1.0,0.0,0.0
30,14,0,3,1.0,0.0,0.0
30,15,0,3,1.0,0.0,0.0
30,16,0,3,1.0,0.0,0.0
30,17,0,3,1.0,0.0,0.0
31,18,0,3,1.0,0.0,0.0
37,19,0,3,1.0,0.0,0.0
29,20,0,3,1.0,0.0,0.0
32,21,0,3,1.0,0.0,0.0
34,22,0,3,1.0,0.0,0.0
29,23,0,3,1.0,0.0,0.0
30,0,1,3,1.0,0.0,0.0
25,1,1,3,1.0,0.0,0.0
26,2,1,3,1.0,0.0,0.0
19,3,1,3,1.0,0.0,0.0
15,4,1,3,1.0,0.0,0.0
19,5,1,3,1.0,0.0,0.0
16,6,1,3,1.0,0.0,0.0
17,7,1,3,1.0,0.0,0.0
22,8,1,3,1.0,0.0,0.0
21,9,1,3,1.0,0.0,0.0
21,10,1,3,1.0,0.0,0.0
23,11,1,3,1.0,0.0,0.0
30,12,1,3,1.0,0.0,0.0
28,13,1,3,1.0,0.0,0.0
31,14,1,3,1.0,0.0,0.0
33,15,1,3,1.0,0.0,0.0
27,16,1,3,1.0,0.0,0.0
29,17,1,3,1.0,0.0,0.0
29,18,1,3,1.0,0.0,0.0
36,19,1,3,1.0,0.0,0.0
34,20,1,3,1.0,0.0,0.0
32,21,1,3,1.0,0.0,0.0
30,22,1,3,1.0,0.0,0.0
27,23,1,3,1.0,0.0,0.0
31,0,2,3,1.0,0.0,0.0
25,1,2,3,1.0,0.0,0.0
28,2,2,3,1.0,0.0,0.0
21,3,2,3,1.0,0.0,0.0
19,4,2,3,1.0,0.0,0.0
13,5,2,3,1.0,0.0,0.0
17,6,2,3,1.0,0.0,0.0
19,7,2,3,1.0,0.0,0.0
18,8,2,3,1.0,0.0,0.0
20,9,2,3,1.0,0.0,0.0
20,10,2,3,1.0,0.0,0.0
25,11,2,3,1.0,0.0,0.0
23,12,2,3,1.0,0.0,0.0
29,13,2,3,1.0,0.0,0.0
26,14,2,3,1.0,0.0,0.0
27,15,2,3,1.0,0.0,0.0
26,16,2,3,1.0,0.0,0.0
32,17,2,3,1.0,0.0,0.0
36,18,2,3,1.0,0.0,0.0
34,19,2,3,1.0,0.0,0.0
35,20,2,3,1.0,0.0,0.0
31,21,2,3,1.0,0.0,0.0
30,22,2,3,1.0,0.0,0.0
28,23,2,3,1.0,0.0,0.0
28,0,3,3,1.0,0.0,0.0
26,1,3,3,1.0,0.0,0.0
25,2,3,3,1.0,0.0,0.0
21,3,3,3,1.0,0.0,0.0
14,4,3,3,1.0,0.0,0.0
16,5,3,3,1.0,0.0,0.0
17,6,3,3,1.0,0.0,0.0
20,7,3,3,1.0,0.0,0.0
18,8,3,3,1.0,0.0,0.0
19,9,3,3,1.0,0.0,0.0
25,10,3,3,1.0,0.0,0.0
25,11,3,3,1.0,0.0,0.0
27,12,3,3,1.0,0.0,0.0
24,13,3,3,1.0,0.0,0.0
28,14,3,3,1.0,0.0,0.0
31,15,3,3,1.0,0.0,0.0
26,16,3,3,1.0,0.0,0.0
31,17,3,3,1.0,0.0,0.0
34,18,3,3,1.0,0.0,0.0
31,19,3,3,1.0,0.0,0.0
33,20,3,3,1.0,0.0,0.0
28,21,3,3,1.0,0.0,0.0
30,22,3,3,1.0,0.0,0.0
25,23,3,3,1.0,0.0,0.0
32,0,4,3,1.0,0.0,0.0
24,1,4,3,1.0,0.0,0.0
25,2,4,3,1.0,0.0,0.0
17,3,4,3,1.0,0.0,0.0
12,4,4,3,1.0,0.0,0.0
13,5,4,3,1.0,0.0,0.0
13,6,4,3,1.0,0.0,0.0
17,7,4,3,1.0,0.0,0.0
18,8,4,3,1.0,0.0,0.0
19,9,4,3,1.0,0.0,0.0
21,10,4,3,1.0,0.0,0.0
25,11,4,3,1.0,0.0,0.0
22,12,4,3,1.0,0.0,0.0
23,13,4,3,1.0,0.0,0.0
27,14,4,3,1.0,0.0,0.0
32,15,4,3,1.0,0.0,0.0
29,16,4,3,1.0,0.0,0.0
31,17,4,3,1.0,0.0,0.0
28,18,4,3,1.0,0.0,0.0
26,19,4,3,1.0,0.0,0.0
31,20,4,3,1.0,0.0,0.0
28,21,4,3,1.0,0.0,0.0
27,22,4,3,1.0,0.0,0.0
27,23,4,3,1.0,0.0,0.0
25,0,5,4,1.0,0.0,0.0
28,1,5,4,1.0,0.0,0.0
18,2,5,4,1.0,0.0,0.0
18,3,5,4,1.0,0.0,0.0
15,4,5,4,1.0,0.0,0.0
14,5,5,4,1.0,0.0,0.0
9,6,5,4,1.0,0.0,0.0
10,7,5,4,1.0,0.0,0.0
13,8,5,4,1.0,0.0,0.0
19,9,5,4,1.0,0.0,0.0
22,10,5,4,1.0,0.0,0.0
18,11,5,4,1.0,0.0,0.0
17,12,5,4,1.0,0.0,0.0
16,13,5,4,1.0,0.0,0.0
19,14,5,4,1.0,0.0,0.0
19,15,5,4,1.0,0.0,0.0
20,16,5,4,1.0,0.0,0.0
12,17,5,4,1.0,0.0,0.0
15,18,5,4,1.0,0.0,0.0
16,19,5,4,1.0,0.0,0.0
21,20,5,4,1.0,0.0,0.0
27,21,5,4,1.0,0.0,0.0
22,22,5,4,1.0,0.0,0.0
23,23,5,4,1.0,0.0,0.0
19,0,6,4,1.0,0.0,0.0
17,1,6,4,1.0,0.0,0.0
16,2,6,4,1.0,0.0,0.0
18,3,6,4,1.0,0.0,0.0
13,4,6,4,1.0,0.0,0.0
13,5,6,4,1.0,0.0,0.0
17,6,6,4,1.0,0.0,0.0
14,7,6,4,1.0,0.0,0.0
11,8,6,4,1.0,0.0,0.0
16,9,6,4,1.0,0.0,0.0
15,10,6,4,1.0,0.0,0.0
15,11,6,4,1.0,0.0,0.0
16,12,6,4,1.0,0.0,0.0
13,13,6,4,1.0,0.0,0.0
17,14,6,4,1.0,0.0,0.0
17,15,6,4,1.0,0.0,0.0
12,16,6,4,1.0,0.0,0.0
15,17,6,4,1.0,0.0,0.0
20,18,6,4,1.0,0.0,0.0
21,19,6,4,1.0,0.0,0.0
22,20,6,4,1.0,0.0,0.0
22,21,6,4,1.0,0.0,0.0
23,22,6,4,1.0,0.0,0.0
23,23,6,4,1.0,0.0,0.0
23,0,0,4,1.0,0.0,0.0
21,1,0,4,1.0,0.0,0.0
16,2,0,4,1.0,0.0,0.0
19,3,0,4,1.0,0.0,0.0
15,4,0,4,1.0,0.0,0.0
15,5,0,4,1.0,0.0,0.0
16,6,0,4,1.0,0.0,0.0
19,7,0,4,1.0,0.0,0.0
20,8,0,4,1.0,0.0,0.0
20,9,0,4,1.0,0.0,0.0
20,10,0,4,1.0,0.0,0.0
30,11,0,4,1.0,0.0,0.0
29,12,0,4,1.0,0.0,0.0
26,13,0,4,1.0,0.0,0.0
34,14,0,4,1.0,0.0,0.0
33,15,0,4,1.0,0.0,0.0
27,16,0,4,1.0,0.0,0.0
27,17,0,4,1.0,0.0,0.0
30,18,0,4,1.0,0.0,0.0
33,19,0,4,1.0,0.0,0.0
38,20,0,4,1.0,0.0,0.0
30,21,0,4,1.0,0.0,0.0
28,22,0,4,1.0,0.0,0.0
28,23,0,4,1.0,0.0,0.0
27,0,1,4,1.0,0.0,0.0
28,1,1,4,1.0,0.0,0.0
26,2,1,4,1.0,0.0,0.0
19,3,1,4,1.0,0.0,0.0
17,4,1,4,1.0,0.0,0.0
16,5,1,4,1.0,0.0,0.0
17,6,1,4,1.0,0.0,0.0
22,7,1,4,1.0,0.0,0.0
14,8,1,4,1.0,0.0,0.0
16,9,1,4,1.0,0.0,0.0
24,10,1,4,1.0,0.0,0.0
26,11,1,4,1.0,0.0,0.0
28,12,1,4,1.0,0.0,0.0
24,13,1,4,1.0,0.0,0.0
35,14,1,4,1.0,0.0,0.0
27,15,1,4,1.0,0.0,0.0
28,16,1,4,1.0,0.0,0.0
32,17,1,4,1.0,0.0,0.0
32,18,1,4,1.0,0.0,0.0
31,19,1,4,1.0,0.0,0.0
36,20,1,4,1.0,0.0,0.0
31,21,1,4,1.0,0.0,0.0
30,22,1,4,1.0,0.0,0.0
27,23,1,4,1.0,0.0,0.0
26,0,2,4,1.0,0.0,0.0
23,1,2,4,1.0,0.0,0.0
24,2,2,4,1.0,0.0,0.0
21,3,2,4,1.0,0.0,0.0
20,4,2,4,1.0,0.0,0.0
13,5,2,4,1.0,0.0,0.0
16,6,2,4,1.0,0.0,0.0
17,7,2,4,1.0,0.0,0.0
20,8,2,4,1.0,0.0,0.0
21,9,2,4,1.0,0.0,0.0
20,10,2,4,1.0,0.0,0.0
29,11,2,4,1.0,0.0,0.0
27,12,2,4,1.0,0.0,0.0
29,13,2,4,1.0,0.0,0.0
29,14,2,4,1.0,0.0,0.0
29,15,2,4,1.0,0.0,0.0
23,16,2,4,1.0,0.0,0.0
32,17,2,4,1.0,0.0,0.0
31,18,2,4,1.0,0.0,0.0
34,19,2,4,1.0,0.0,0.0
33,20,2,4,1.0,0.0,0.0
30,21,2,4,1.0,0.0,0.0
31,22,2,4,1.0,0.0,0.0
29,23,2,4,1.0,0.0,0.0
26,0,3,4,1.0,0.0,0.0
27,1,3,4,1.0,0.0,0.0
24,2,3,4,1.0,0.0,0.0
17,3,3,4,1.0,0.0,0.0
16,4,3,4,1.0,0.0,0.0
16,5,3,4,1.0,0.0,0.0
14,6,3,4,1.0,0.0,0.0
17,7,3,4,1.0,0.0,0.0
20,8,3,4,1.0,0.0,0.0
19,9,3,4,1.0,0.0,0.0
23,10,3,4,1.0,0.0,0.0
23,11,3,4,1.0,0.0,0.0
29,12,3,4,1.0,0.0,0.0
27,13,3,4,1.0,0.0,0.0
34,14,3,4,1.0,0.0,0.0
35,15,3,4,1.0,0.0,0.0
28,16,3,4,1.0,0.0,0.0
34,17,3,4,1.0,0.0,0.0
35,18,3,4,1.0,0.0,0.0
29,19,3,4,1.0,0.0,0.0
37,20,3,4,1.0,0.0,0.0
30,21,3,4,1.0,0.0,0.0
28,22,3,4,1.0,0.0,0.0
28,23,3,4,1.0,0.0,0.0
26,0,4,4,1.0,0.0,0.0
26,1,4,4,1.0,0.0,0.0
23,2,4,4,1.0,0.0,0.0
18,3,4,4,1.0,0.0,0.0
15,4,4,4,1.0,0.0,0.0
14,5,4,4,1.0,0.0,0.0
13,6,4,4,1.0,0.0,0.0
16,7,4,4,1.0,0.0,0.0
19,8,4,4,1.0,0.0,0.0
22,9,4,4,1.0,0.0,0.0
26,10,4,4,1.0,0.0,0.0
22,11,4,4,1.0,0.0,0.0
29,12,4,4,1.0,0.0,0.0
28,13,4,4,1.0,0.0,0.0
23,14,4,4,1.0,0.0,0.0
26,15,4,4,1.0,0.0,0.0
28,16,4,4,1.0,0.0,0.0
25,17,4,4,1.0,0.0,0.0
25,18,4,4,1.0,0.0,0.0
30,19,4,4,1.0,0.0,0.0
28,20,4,4,1.0,0.0,0.0
25,21,4,4,1.0,0.0,0.0
22,22,4,4,1.0,0.0,0.0
24,23,4,4,1.0,0.0,0.0
26,0,5,4,1.0,0.0,0.0
24,1,5,4,1.0,0.0,0.0
18,2,5,4,1.0,0.0,0.0
16,3,5,4,1.0,0.0,0.0
12,4,5,4,1.0,0.0,0.0
9,5,5,4,1.0,0.0,0.0
13,6,5,4,1.0,0.0,0.0
11,7,5,4,1.0,0.0,0.0
14,8,5,4,1.0,0.0,0.0
11,9,5,4,1.0,0.0,0.0
16,10,5,4,1.0,0.0,0.0
21,11,5,4,1.0,0.0,0.0
16,12,5,4,1.0,0.0,0.0
17,13,5,4,1.0,0.0,0.0
17,14,5,4,1.0,0.0,0.0
17,15,5,4,1.0,0.0,0.0
15,16,5,4,1.0,0.0,0.0
14,17,5,4,1.0,0.0,0.0
13,18,5,4,1.0,0.0,0.0
12,19,5,4,1.0,0.0,0.0
16,20,5,4,1.0,0.0,0.0
19,21,5,4,1.0,0.0,0.0
20,22,5,4,1.0,0.0,0.0
15,23,5,4,1.0,0.0,0.0
19,0,6,4,1.0,0.0,0.0
15,1,6,4,1.0,0.0,0.0
16,2,6,4,1.0,0.0,0.0
16,3,6,4,1.0,0.0,0.0
12,4,6,4,1.0,0.0,0.0
10,5,6,4,1.0,0.0,0.0
14,6,6,4,1.0,0.0,0.0
14,7,6,4,1.0,0.0,0.0
12,8,6,4,1.0,0.0,0.0
16,9,6,4,1.0,0.0,0.0
18,10,6,4,1.0,0.0,0.0
16,11,6,4,1.0,0.0,0.0
18,12,6,4,1.0,0.0,0.0
12,13,6,4,1.0,0.0,0.0
18,14,6,4,1.0,0.0,0.0
20,15,6,4,1.0,0.0,0.0
19,16,6,4,1.0,0.0,0.0
15,17,6,4,1.0,0.0,0.0
15,18,6,4,1.0,0.0,0.0
18,19,6,4,1.0,0.0,0.0
19,20,6,4,1.0,0.0,0.0
18,21,6,4,1.0,0.0,0.0
17,22,6,4,1.0,0.0,0.0
25,23,6,4,1.0,0.0,0.0
19,0,0,4,1.0,0.0,0.0
17,1,0,4,1.0,0.0,0.0
21,2,0,4,1.0,0.0,0.0
14,3,0,4,1.0,0.0,0.0
14,4,0,4,1.0,0.0,0.0
15,5,0,4,1.0,0.0,0.0
15,6,0,4,1.0,0.0,0.0
16,7,0,4,1.0,0.0,0.0
23,8,0,4,1.0,0.0,0.0
23,9,0,4,1.0,0.0,0.0
29,10,0,4,1.0,0.0,0.0
31,11,0,4,1.0,0.0,0.0
30,12,0,4,1.0,0.0,0.0
33,13,0,4,1.0,0.0,0.0
31,14,0,4,1.0,0.0,0.0
29,15,0,4,1.0,0.0,0.0
28,16,0,4,1.0,0.0,0.0
31,17,0,4,1.0,0.0,0.0
36,18,0,4,1.0,0.0,0.0
32,19,0,4,1.0,0.0,0.0
34,20,0,4,1.0,0.0,0.0
31,21,0,4,1.0,0.0,0.0
32,22,0,4,1.0,0.0,0.0
29,23,0,4,1.0,0.0,0.0
30,0,1,4,1.0,0.0,0.0
28,1,1,4,1.0,0.0,0.0
25,2,1,4,1.0,0.0,0.0
17,3,1,4,1.0,0.0,0.0
17,4,1,4,1.0,0.0,0.0
15,5,1,4,1.0,0.0,0.0
12,6,1,4,1.0,0.0,0.0
19,7,1,4,1.0,0.0,0.0
18,8,1,4,1.0,0.0,0.0
22,9,1,4,1.0,0.0,0.0
25,10,1,4,1.0,0.0,0.0
29,11,1,4,1.0,0.0,0.0
30,12,1,4,1.0,0.0,0.0
28,13,1,4,1.0,0.0,0.0
34,14,1,4,1.0,0.0,0.0
35,15,1,4,1.0,0.0,0.0
31,16,1,4,1.0,0.0,0.0
29,17,1,4,1.0,0.0,0.0
34,18,1,4,1.0,0.0,0.0
39,19,1,4,1.0,0.0,0.0
